dates,company,member,title
June 2010,Citi,jessica-ma-03a08264,Capital Markets Origination Intern
October 2009,Merrill Lynch,jessica-ma-03a08264,Global Wealth Management Intern
June 2009,Oscar de la Renta,jessica-ma-03a08264,International Sales Intern
December 2015,,george-fischer-2bb8593a,"DVP of Operations, Premier & Lifestyle Division"
April 2004,Destination Hotels and Resorts,george-fischer-2bb8593a,"Vice President, Managing Director"
January 1997,Callaway Gardens,george-fischer-2bb8593a,President
April 1989,,george-fischer-2bb8593a,Hotel Manager
September 1985,,george-fischer-2bb8593a,Resident Manager
January 1980,The Greenbrier,george-fischer-2bb8593a,Executive Asst. Manager
July 2007,,brooke-gagnon-b856637,Real Estate Broker / Owner
2007,Colorado Mountain College,brooke-gagnon-b856637,Instructor English as a Second Language
2005,Franklin College Switzerland,brooke-gagnon-b856637,Admissions Counselor -- Recruiter
2003,Peace Corps,brooke-gagnon-b856637,"Volunteer, Asuncion Paraguay"
February 2011,,tamra-underwood-1950a29,Principal Attorney
January 1999,,tamra-underwood-1950a29,VP and General Counsel
2004,,tamra-underwood-1950a29,Councilor
May 1990,Vail Resorts,tamra-underwood-1950a29,Asst. General Counsel / Attorney
,Karolina Models,karolina-jimenez-caro-86576b36,modelo
January 2003,,marva-king-a456a7b,Writer/Publisher
2003,,marva-king-a456a7b,CEO
May 1997,,marva-king-a456a7b,Entertainer
January 2012,,danny-d-31451675,Adult Male Performer - Brazzers Porn Star
January 2011,,danny-d-31451675,Actor
January 2010,,danny-d-31451675,Whitezilla
February 2012,,nakiamcgowan,Instructional Assistant-Special Ed
April 2010,,nakiamcgowan,Owner
July 2011,,nakiamcgowan,Independent Distributor
February 2010,Molina Healthcare,nakiamcgowan,Membership Outreach Representative
March 2006,Automobile Club of Southern California,nakiamcgowan,Policy Service Specialist
,Oklahoma City Public Schools,kim-zachery-5182759,Principal
October 2015,Phi Kappa Psi Foundation,cody-shafer-34004251,Donor Relations Coordinator
April 2015,Phi Kappa Psi Foundation,cody-shafer-34004251,TeleFund & Admin
February 2015,,cody-shafer-34004251,ProCare Concierge
August 2014,Excel Learning Center,cody-shafer-34004251,Assistant Life Coach / Tutor
August 2013,Kosciusko Community YMCA,cody-shafer-34004251,Member Services Associate
August 2010,Kosciusko Community YMCA,cody-shafer-34004251,Lifeguard & Swim Instructor
August 2010,TJ Maxx,cody-shafer-34004251,Sales Associate
June 2015,,kimberly-r-miller-ba-mhr-phr-04942352,Entrepreneur/Consultant
November 2012,University of Oklahoma,kimberly-r-miller-ba-mhr-phr-04942352,"Director of Human Resources, OU Athletics Department"
July 2012,Cimarron Engineering Ltd.,kimberly-r-miller-ba-mhr-phr-04942352,Human Resources Generalist
August 2009,,kimberly-r-miller-ba-mhr-phr-04942352,Training Coordinator/ HR Management Specialist III
November 2008,,kimberly-r-miller-ba-mhr-phr-04942352,Finance & Operations Director
October 2008,Oklahoma Department of Human Services,kimberly-r-miller-ba-mhr-phr-04942352,Child Welfare Specialist II- Permanency Planning
March 2008,,kimberly-r-miller-ba-mhr-phr-04942352,Legal Assistant/Office Manager
June 2004,Oklahoma State Auditor and Inspector,kimberly-r-miller-ba-mhr-phr-04942352,In-Charge Performance Auditor/Public Relations/County Auditor
February 2003,,kimberly-r-miller-ba-mhr-phr-04942352,Administrative Assistant
June 2002,,kimberly-r-miller-ba-mhr-phr-04942352,Human Resource Management Specialist
July 2000,,kimberly-r-miller-ba-mhr-phr-04942352,Manage Care Coordinator
2014,TSYS,laura-cain-murray-69a9123,Program Implementation Consultant
May 2007,TSYS,laura-cain-murray-69a9123,Associate Implementation Director
May 2003,TSYS,laura-cain-murray-69a9123,Implementation Manager
May 1998,TSYS,laura-cain-murray-69a9123,Project Analyst-Client Development
March 1996,TSYS,laura-cain-murray-69a9123,Client Relations Representative
September 1988,Phenix-Girard Bank,laura-cain-murray-69a9123,Customer Service Representative
November 2013,"Plateau Excavation, Inc.",richard-conley-a2418043,Pipeline
August 2012,,richard-conley-a2418043,Construction Coordinator
February 2006,,richard-conley-a2418043,Superintendent
September 2001,,richard-conley-a2418043,Superintendent
May 1998,"Plateau Excavation, Inc.",iseanwhitaker,Project Manager
September 2013,,iseanwhitaker,Field Coordinator
May 1997,The Conlan Company,iseanwhitaker,Field Engineer
May 1995,"WK Dickson & Co., Inc.",iseanwhitaker,Survey Technician
May 1992,"Greenhorne & O'Mara, Inc.",iseanwhitaker,Construction Surveyor/Survey Technician
September 1988,,iseanwhitaker,Computer Sales
September 1984,,iseanwhitaker,Operation Specialist
May 2014,,nathaniel-hayward-a89187a9,Heavy Equipment Operator
October 2011,"C.W. Matthews Contracting Co., Inc.",nathaniel-hayward-a89187a9,Heavy Equipment Operator
January 2011,,john-osterland-b9786110,Senior Project Manager
October 2003,,john-osterland-b9786110,Project Manager / Estimator
November 2001,,john-osterland-b9786110,Principal
January 1999,,john-osterland-b9786110,Project Engineer
January 1999,RBC Capital Markets,kenneth-friedrich-0b73a818,Managing Director
December 2015,,robert-bowles-8a56494,Tax and Business Accountant
February 2015,Schumacher Accounting & Tax,robert-bowles-8a56494,Tax Accountant
January 2012,University of Colorado Denver,robert-bowles-8a56494,Senior Budget Analyst
2008,,robert-bowles-8a56494,Fiscal Manager
2008,,robert-bowles-8a56494,Administrative Manager
2005,Denver Public Library,robert-bowles-8a56494,Director of Finance & Administration
2000,Front Range Community College,robert-bowles-8a56494,Director of Business Services
1999,Office Max,robert-bowles-8a56494,Manager
1993,,robert-bowles-8a56494,Regional Manager
1991,,robert-bowles-8a56494,Controller
1980,,robert-bowles-8a56494,President and Controller
August 2008,,kelly-rolon-4a394898,Spanish Teacher
January 2003,Peace Corps,kelly-rolon-4a394898,Rural Health Volunteer
December 2015,,tadavies1,Guest Relations Specialist
April 2015,Jupiter Life Science Consulting,tadavies1,Market Research Analyst
July 2014,,tadavies1,Director of Sales
July 2011,,tadavies1,Project Development
February 1991,,tadavies1,"Account executive, Vice President"
July 2014,,jordanclaudia,Co-Host/On-Air Morning show personality
August 2011,,jordanclaudia,Reach Around Radio
March 2011,TV One,jordanclaudia,Host
November 2013,,jordanclaudia,Co-host of According To Him and Her
May 2006,Sirius Satellite Radio,jordanclaudia,Foxxhole Radio
March 2005,,jordanclaudia,Model
July 2005,,huntrewilde,CEO
August 2002,,huntrewilde,Producer / Host
January 2000,,huntrewilde,Producer / Host
,,james-deen-93a42985,Actor
August 2011,,debra-johnson-96259659,owner
2015,,debra-johnson-96259659,Independent Broker
March 2004,,debra-johnson-96259659,partner
June 2013,OU Physicians,angelarussell2006,Recruiter / Human Resources / Wellness Supervisor (OU Fit)
March 2015,Aflac,william-morgan-83647b111,Employee Event Planner
June 2012,Aflac,william-morgan-83647b111,Sponsorship Coordinator
November 2010,Synovus Financial Corporation,brandi-kirkland-b03273a0,Credit Score Model Analyst Lead
November 2001,TSYS,brandi-kirkland-b03273a0,Business Analyst
April 1998,Aflac,brandi-kirkland-b03273a0,System Test Analyst
January 1997,,brandi-kirkland-b03273a0,
January 2014,Assurant Solutions,richard-conley-a8a4761a,Account Management
June 2004,,richard-conley-a8a4761a,Vice President VPS - VSC
1991,,richard-conley-a8a4761a,Business Manager
1997,,brett-johnson-3604761a,Owner
January 2008,,hamodmeshkat,"Tax Accountant, Enrolled Agent"
2005,State of NY Metropolitan Transportation Authority,hamodmeshkat,Senior Financial Analyst
April 2003,GMAC Commercial Finance,hamodmeshkat,Junior Credit Analyst
January 2013,MWH Global,jesus-r-diaz-de-leon-51a33b2a,Senior Tax Accountant
December 2006,Prologis,jesus-r-diaz-de-leon-51a33b2a,Tax Analyst
December 2003,H&R Block,jesus-r-diaz-de-leon-51a33b2a,Tax Specialist
September 2000,,jesus-r-diaz-de-leon-51a33b2a,Applications Engineer
July 1997,,jesus-r-diaz-de-leon-51a33b2a,Design Engineer
October 2008,,pam-howell-b7a95719,Controller
2003,Robert Harris Homes,pam-howell-b7a95719,Staff Accountant
January 1998,,pam-howell-b7a95719,Accounts Specialist/Assistant Project Manager
January 1991,,pam-howell-b7a95719,Accounts Payable Manager
,Amnesty International,roy-odhiambo-b3b53810b,Project Facilitator
,Amnesty International,roy-odhiambo-b3b53810b,Project Facilitator
October 2015,Morneau Shepell,olia-goncharko-68660710,Recruiter / National & International
January 2015,CN Tower,olia-goncharko-68660710,Recruiter
October 2013,Intuit,olia-goncharko-68660710,Talent Acquisition Recruiter
September 2012,Quantum Management Services Ltd.,olia-goncharko-68660710,Recruiter
March 2010,Grand Hyatt,olia-goncharko-68660710,Assistant Human Resources Manager / Recruitment Manager
May 2008,Grand Hyatt,olia-goncharko-68660710,Human Resources Officer
,Self,lamiaakbaraly,French Tutor
April 2015,CN Tower,nathan-lyon-stewart-60362025,Guest Services
March 2015,Toronto Blue Jays,nathan-lyon-stewart-60362025,Usher
February 2014,Walt Disney World,nathan-lyon-stewart-60362025,Cultural Representative
September 2008,CN Tower,nathan-lyon-stewart-60362025,Guest Services Representative
March 2010,Toronto Blue Jays,nathan-lyon-stewart-60362025,Usher
April 2010,SAG & AFTRA Actor,larryhaney,Film
June 2004,SAG & AFTRA Actor,larryhaney,"Cable, Television, New Media & Industrial"
March 1979,Warner Bros. Entertainment Group of Companies,larryhaney,"Special Effects Technician, Propmaker"
August 1991,Warner Bros. Studios,larryhaney,Locksmith Foreman CML
January 1969,US Army,larryhaney,Air Traffic Controller and Aero-Medical Evacuation Medic
September 2005,,larryhaney,
January 2004,,natalie-wilson-97a6689,"Executive Assistant to Earvin ""Magic"" Johnson"
January 2004,Magic Johnson Enterprises,natalie-wilson-97a6689,Executive Assistant
January 2002,Loeb & Loeb LLP,natalie-wilson-97a6689,"Executive Assistant to Co-Chairman; John Frankenheimer, Esq."
September 1993,,natalie-wilson-97a6689,Executive Assistant to President; Andre Harrell
January 2010,Self-employed actress,johanna-rae-4ba54018,Entertainer
September 2013,Mercy,jessie-hunter-b8125a108,Recruitment Associate
September 2009,Federal Aviation Administration - FAA,neika-jones-189a83a5,Program Analyst
May 1998,US Air Force Reserve,neika-jones-189a83a5,Human Resources
November 2006,L-3 Communications,neika-jones-189a83a5,Telecom Analyst
2006,Delaware Resource Group,neika-jones-189a83a5,Editor
May 2015,Forever 21,kendra-moore-88717880,Assistant Manager of Merchandising
May 2014,,kendra-moore-88717880,Loan Officer
November 2012,Guess?,kendra-moore-88717880,Store Manager
November 2011,"Wet Seal, Inc",kendra-moore-88717880,Assistant Manager
August 2008,Forever 21,kendra-moore-88717880,Visual Manager
April 2015,,tabatha-carr-mba-pmp%C2%AE-10576235,Owner
April 2011,Dell,tabatha-carr-mba-pmp%C2%AE-10576235,Operations Project Manager
June 2006,Dell,tabatha-carr-mba-pmp%C2%AE-10576235,Senior Account Manager
2004,H&R Block,tabatha-carr-mba-pmp%C2%AE-10576235,Tax Specialist II
2000,Oklahoma City University,tabatha-carr-mba-pmp%C2%AE-10576235,Assistant Managing Director
,,tabatha-carr-mba-pmp%C2%AE-10576235,
,,tabatha-carr-mba-pmp%C2%AE-10576235,
,,tabatha-carr-mba-pmp%C2%AE-10576235,
,,tabatha-carr-mba-pmp%C2%AE-10576235,
October 2011,,john-hock-8a0b1417,"Benefits, Safety and Wellness Manager"
May 2009,,john-hock-8a0b1417,Human Resources Manager
December 1997,ArvinMeritor,john-hock-8a0b1417,Regional Human Resources Manager/Director
,Proponent Federal Credit Union,hardcastle-lora-8a43b329,Financial Analyst
February 2014,HSBC,guillermo-brace-02b0b19,Regulatory Manager
2003,,john-mclean-65894711,Partner
November 2008,Newmont Mining Corporation,jeannine-lundstedt-b0133584,Senior Tax Accountant
November 2000,,jeannine-lundstedt-b0133584,Tax Accountant
August 1988,,jeannine-lundstedt-b0133584,State tax Accountant
,FREIGHT FORWARDERS KENYA LIMITED,hakim-bhaiji-6027369a,General Manager
November 2013,Morneau Shepell,shivana-gopaul-38749626,"Bilingual Recruiter, National and International Recruitment"
September 2010,Directed Electronics,shivana-gopaul-38749626,Human Resources - Administrative assistant
January 2006,ADP,shivana-gopaul-38749626,Service de preventation / Implementation Analyst
March 2004,,shivana-gopaul-38749626,Receptionist/Accounting Assistant
August 2004,,salma-ebrahimjee-stigwood-77305911,Director
August 2001,,dualmedia,"President, Executive Producer"
January 2015,,cintia-gerardi-4ba21111,International Recruiter
September 2015,Rogers Communications,michellemethot,Editorial Assistant NHL on Sportsnet/Hockey Night in Canda
July 2015,CBC,michellemethot,Associate Producer Host Broadcaster Toronto 2015 Pan Am/Parapan Am Games
September 2014,Rogers Communications,michellemethot,Production Assistant Rogers NHL/Hockey Night in Canada
June 2014,CBC Television,michellemethot,Program Assisstant FIFA World Cup 2014
January 2014,CBC Television,michellemethot,Program Assistant Hockey Night in Canada
February 2014,CBC Television,michellemethot,Program Assistant 2014 Winter Olympic Games
June 2012,,michellemethot,Producer/Radio Productions and Promotions Intern
October 2014,Access Staffing,tequilla-shepherd-26357777,Manufacturing Associate
January 2010,,tequilla-shepherd-26357777,Personal Care Attendant
May 2010,HCR ManorCare,tequilla-shepherd-26357777,Dietary Aide
August 2005,,tequilla-shepherd-26357777,Certified Nursing Assistant
June 1996,,tequilla-shepherd-26357777,
January 2010,,terrilynndoss,Personal Assistant
January 1985,,terrilynndoss,Actress/Spokesmodel
January 2008,,terrilynndoss,Personal Assistant
January 1986,SAG Actor,terrilynndoss,Spokesmodel/tv /film/writer/enterprenuer/personal assistant
January 2007,,terrilynndoss,owner
January 1988,"Playboy Enterprises, Inc.",terrilynndoss,Playboy Centerfold July 1988
,Tinker Airforce Base,reginald-lee-06a789106,Air craft mechanic
September 2014,Texas Teachers ACP,paula-j-foreman-a9358a64,Program Advisor
July 2013,CURB Networks,paula-j-foreman-a9358a64,Marketing Assistant (Summer Intern)
June 2013,Texas Southern University,paula-j-foreman-a9358a64,"Assistant to Coordinator, Student Services"
2011,,paula-j-foreman-a9358a64,Communications/PR Specialists
September 2009,First Data Corporation,paula-j-foreman-a9358a64,Collector Dialer/ Customer Service Agent
August 2009,Costco Wholesale,paula-j-foreman-a9358a64,Sales Advisor (CDS- Club Demonstration Services)
June 2007,Sprint,paula-j-foreman-a9358a64,Customer Service Agent (Affiliated Computer Services)
January 2016,,basheerah-ahmad-49914514,CEO
July 2015,TRX Training,basheerah-ahmad-49914514,Celebrity Fitness Expert
July 2014,,basheerah-ahmad-49914514,Founder
November 2012,,basheerah-ahmad-49914514,Co-Founder
December 2014,,basheerah-ahmad-49914514,Master Trainer
January 2011,Bank of America,quisha-boyles-a577a773,Personal Banker
January 2011,Bank of America,quisha-boyles-a577a773,Personal Banker
January 2015,,alanafishback,Senior Recruiter
April 2013,Hobsons,alanafishback,Senior Enrollment Counselor; Administrative Support Specialist
April 2010,University of Phoenix,alanafishback,Enrollment Counselor
May 2008,The Hartford,alanafishback,New Accounts Service Manager
November 2006,,alanafishback,Real Estate Professional Sales Consultant
August 2004,Sprint,alanafishback,Technical Support; Retention Specialist
January 2001,,alanafishback,Customer Service
February 2015,,david-hosey-17709655,Operations Manager
March 2013,,david-hosey-17709655,Project Manager
November 2011,,david-hosey-17709655,Operations Manager
August 2002,,david-hosey-17709655,Vice President
,Synergy Logistics,hanif-somji-690b8334,general manager
,Synergy Logistics,hanif-somji-690b8334,general manager
,,hanif-somji-690b8334,Owner
March 1974,,dale-cronauer-4b24bb8,President
September 2010,Mercy,rachelle-potter-a907a713,Recruiter
May 2008,Mercy,rachelle-potter-a907a713,Human Resources Assistant
September 2007,Mercy,rachelle-potter-a907a713,"Office Coordinator, Physical Medicine"
January 2005,,rachelle-potter-a907a713,Radiology Secretary
,FREIGHT FORWARDERS KENYA LIMITED,sharat-sachdeva-2b777128,COMMERCIAL & MARKETING DIRECTOR
April 2016,,bastian-steffen-08a10642,Branch Manager Hamburg and Projects Germany
March 2015,Bollore Africa Logistics Kenya Ltd,bastian-steffen-08a10642,General Manager Kenya
